channel,time,pm_2_5
wb_47,2019-06-29 09:00:00+03:00,93.97883720930231
wb_47,2019-06-29 10:00:00+03:00,126.08324324324326
wb_47,2019-06-29 11:00:00+03:00,125.5790243902439
wb_47,2019-06-29 12:00:00+03:00,99.78674999999998
wb_47,2019-06-29 13:00:00+03:00,61.08325581395348
wb_47,2019-06-29 14:00:00+03:00,53.25023255813953
wb_47,2019-06-29 15:00:00+03:00,64.94756097560976
wb_47,2019-06-29 16:00:00+03:00,65.59849999999999
wb_47,2019-06-29 17:00:00+03:00,72.4485
wb_47,2019-06-29 18:00:00+03:00,54.4736842105263
wb_47,2019-06-29 19:00:00+03:00,47.82642857142858
wb_47,2019-06-29 20:00:00+03:00,47.832093023255815
wb_47,2019-06-29 21:00:00+03:00,56.079069767441865
wb_47,2019-06-29 22:00:00+03:00,73.6913636363636
wb_47,2019-06-29 23:00:00+03:00,99.4309090909091
wb_47,2019-06-30 00:00:00+03:00,130.82023255813954
wb_47,2019-06-30 01:00:00+03:00,115.5259090909091
wb_47,2019-06-30 02:00:00+03:00,125.12113636363638
wb_47,2019-06-30 03:00:00+03:00,168.8676744186047
wb_47,2019-06-30 04:00:00+03:00,112.25613636363636
wb_47,2019-06-30 05:00:00+03:00,74.86395348837209
wb_47,2019-06-30 06:00:00+03:00,55.70395348837209
wb_47,2019-06-30 07:00:00+03:00,53.742045454545455
wb_47,2019-06-30 08:00:00+03:00,49.86116279069769
wb_47,2019-06-30 09:00:00+03:00,49.99465116279069
wb_47,2019-06-30 10:00:00+03:00,44.9268181818182
wb_47,2019-06-30 11:00:00+03:00,39.256976744186055
wb_47,2019-06-30 12:00:00+03:00,37.09422222222223
wb_47,2019-06-30 13:00:00+03:00,31.470454545454547
wb_47,2019-06-30 14:00:00+03:00,37.34613636363636
wb_47,2019-06-30 15:00:00+03:00,39.00363636363636
wb_47,2019-06-30 16:00:00+03:00,59.873720930232544
wb_47,2019-06-30 17:00:00+03:00,46.601395348837215
wb_47,2019-06-30 18:00:00+03:00,37.205227272727264
wb_47,2019-06-30 19:00:00+03:00,38.44755555555556
wb_47,2019-06-30 20:00:00+03:00,51.95441860465116
wb_47,2019-06-30 21:00:00+03:00,74.0393181818182
wb_47,2019-06-30 22:00:00+03:00,105.34488372093023
wb_47,2019-06-30 23:00:00+03:00,107.12348837209304
